label,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191,var192,var193,var194,var195,var196,var197,var198,var199,var200,var201,var202,var203,var204,var205,var206,var207,var208,var209,var210,var211,var212,var213,var214,var215,var216,var217,var218,var219,var220,var221,var222,var223,var224,var225,var226,var227,var228,var229,var230,var231,var232,var233,var234,var235,var236,var237,var238,var239,var240,var241,var242,var243,var244,var245,var246,var247,var248,var249,var250,var251,var252,var253,var254,var255,var256,var257,var258,var259,var260,var261
blumentopf,0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#Deichkind,0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 122, 0, 102, 100, 0, 212, 0, 0, 0, 100, 0, 100, 212, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 100, 0, 102, 100, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 100, 210, 0, 180, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 100, 0, 100, 0, 226, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 100, 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bboyworld,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Fettes Brot,0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 94, 116, 0, 1574, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 100, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 340, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 118, 2, 0, 100, 0, 0, 200, 0, 100, 0, 132, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 274, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
F.R.,0, 0, 0, 100, 100, 0, 0, 376, 100, 0, 100, 100, 0, 0, 350, 0, 0, 0, 0, 0, 0, 4, 278, 140, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 100, 0, 4, 0, 0, 100, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 274, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 358, 0, 0, 0, 0, 0, 0, 0, 6, 0, 36, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
KD Supier,0, 0, 102, 0, 100, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 348, 0, 100, 0, 0, 0, 0, 222, 0, 0, 100, 0, 0, 124, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 264, 0, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 100, 0, 2, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 100, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 100, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 102, 0, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 202, 0, 0, 0, 0, 0, 100, 0, 216, 0, 0, 100, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 210, 0, 338, 0, 0, 24, 0, 0, 0, 0, 0, 0, 100, 0, 0, 114, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 110, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
BASS SULTAN HENGZT,0, 0, 0, 100, 0, 0, 0, 0, 100, 246, 0, 200, 0, 100, 0, 0, 76, 0, 0, 0, 200, 0, 0, 0, 100, 0, 0, 0, 212, 102, 0, 0, 0, 100, 100, 0, 0, 294, 0, 0, 200, 346, 224, 0, 200, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 268, 0, 0, 200, 200, 236, 200, 0, 0, 100, 0, 0, 0, 0, 2, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 46, 0, 100, 0, 0, 0, 0, 100, 0, 200, 0, 250, 0, 0, 200, 0, 100, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 200, 0, 236, 200, 0, 0, 200, 100, 100, 0, 0, 200, 0, 0, 200, 0, 0, 100, 0, 0, 0, 0, 100, 200, 0, 0, 268, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 100, 200, 224, 200, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 212, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 200, 0, 100, 0, 100, 340, 100, 0, 0, 0, 0, 200, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 206, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
JOSHIMIXU,0, 100, 200, 200, 0, 0, 0, 0, 394, 162, 0, 0, 0, 0, 0, 100, 0, 428, 0, 0, 0, 200, 100, 248, 0, 200, 0, 210, 100, 82, 100, 102, 484, 100, 184, 0, 100, 250, 0, 0, 214, 0, 932, 0, 100, 100, 100, 188, 286, 100, 0, 2, 0, 100, 0, 0, 100, 0, 234, 200, 112, 112, 136, 100, 316, 0, 0, 102, 0, 0, 100, 0, 0, 220, 100, 0, 112, 184, 100, 100, 0, 208, 100, 236, 280, 100, 100, 0, 100, 0, 0, 0, 442, 0, 0, 100, 100, 0, 128, 0, 0, 100, 0, 0, 100, 0, 0, 0, 200, 100, 104, 0, 100, 0, 200, 578, 200, 200, 100, 0, 0, 0, 2, 0, 0, 0, 0, 122, 0, 0, 100, 214, 100, 0, 6, 0, 100, 0, 0, 0, 0, 160, 260, 100, 0, 100, 152, 106, 0, 100, 100, 398, 318, 0, 100, 852, 70, 200, 402, 0, 0, 0, 4, 0, 0, 0, 0, 100, 12, 204, 0, 100, 100, 0, 0, 112, 100, 200, 206, 0, 0, 0, 0, 0, 0, 100, 124, 200, 0, 0, 100, 304, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 100, 0, 0, 432, 100, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 100, 0, 2, 0, 0, 100, 0, 6, 0, 100, 0, 200, 204, 0, 2, 0, 0, 2, 0, 0, 0, 0, 100, 4, 106, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0
T-Raww,0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1374, 0, 0, 0, 0, 0, 0, 100, 200, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R.A. the Rugged Man,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Afrob,0, 0, 0, 100, 0, 0, 42, 100, 100, 0, 0, 100, 0, 0, 0, 0, 200, 0, 0, 0, 62, 0, 200, 0, 100, 200, 0, 0, 0, 0, 100, 0, 200, 200, 0, 0, 0, 200, 2, 0, 0, 200, 0, 0, 0, 0, 100, 0, 24, 100, 0, 0, 0, 100, 0, 0, 0, 378, 0, 0, 212, 106, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 110, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 102, 0, 100, 100, 0, 12, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 100, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 362, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
CRADA,0, 200, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 0, 0, 210, 268, 200, 100, 0, 0, 0, 100, 0, 248, 0, 100, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 100, 0, 304, 0, 100, 0, 100, 0, 224, 0, 0, 0, 0, 0, 100, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 264, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 190, 0, 0, 0, 224, 100, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 200, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
CURSE,0, 200, 216, 200, 100, 0, 158, 400, 100, 100, 0, 102, 0, 0, 200, 200, 0, 100, 0, 0, 194, 200, 634, 200, 200, 0, 0, 0, 100, 100, 102, 10, 100, 100, 276, 0, 100, 204, 0, 0, 252, 0, 100, 0, 0, 108, 200, 0, 0, 200, 0, 202, 0, 0, 0, 4, 100, 242, 100, 0, 100, 10, 0, 0, 0, 4, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 260, 128, 136, 100, 100, 320, 200, 340, 230, 300, 200, 200, 40, 0, 0, 0, 256, 0, 100, 108, 0, 204, 0, 100, 0, 2, 122, 200, 0, 0, 200, 0, 330, 116, 10, 200, 100, 0, 0, 0, 210, 0, 100, 200, 104, 0, 200, 0, 0, 100, 200, 102, 0, 0, 100, 198, 0, 0, 0, 0, 8, 0, 0, 202, 0, 8, 0, 262, 100, 0, 100, 8, 0, 202, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 4, 200, 0, 0, 232, 0, 0, 0, 0, 0, 212, 2, 0, 204, 0, 0, 224, 100, 0, 0, 200, 200, 200, 0, 100, 0, 0, 200, 0, 198, 0, 0, 258, 0, 140, 214, 0, 0, 200, 100, 0, 0, 0, 112, 0, 100, 0, 2, 0, 0, 0, 200, 0, 236, 0, 0, 0, 0, 100, 0, 120, 0, 0, 0, 0, 100, 0, 100, 202, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
casper xoxo.,0, 200, 100, 248, 0, 0, 0, 212, 100, 100, 0, 202, 0, 2, 100, 0, 0, 200, 0, 0, 0, 200, 200, 168, 100, 100, 0, 100, 260, 0, 0, 4, 200, 200, 200, 0, 200, 200, 270, 200, 212, 100, 100, 100, 200, 100, 200, 244, 200, 0, 0, 0, 100, 100, 0, 222, 200, 100, 200, 200, 200, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 100, 0, 200, 0, 200, 202, 108, 0, 0, 0, 100, 100, 0, 212, 200, 200, 286, 0, 0, 100, 206, 100, 100, 208, 4, 254, 0, 100, 0, 0, 100, 100, 0, 0, 100, 100, 200, 136, 200, 200, 0, 208, 0, 100, 210, 0, 100, 0, 236, 100, 0, 0, 100, 200, 0, 100, 200, 100, 214, 236, 200, 0, 100, 0, 0, 0, 100, 100, 0, 0, 200, 100, 0, 0, 0, 100, 0, 202, 100, 0, 0, 200, 0, 164, 0, 200, 0, 0, 200, 0, 0, 0, 200, 0, 0, 0, 200, 100, 0, 108, 0, 0, 200, 0, -48, 248, 100, 0, 0, 200, 0, 100, 102, 200, 100, 0, 0, 0, 0, 0, 0, 228, 0, 0, 200, 0, 100, 148, 0, 0, 100, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 200, 0, 0, 200, 0, 0, 100, 0, 0, 100, 100, 100, 100, 0, 100, 0, 100, 0, 0, 0, 100, 100, 0, 0, 0, 222, 0, 100, 0, 200, 100, 0, 0, 204, 0, 0, 100, 0, 0, 0, 0, 0, 0
olli banjo,0, 100, 200, 100, 0, 0, 100, 274, 100, 0, 0, 100, 0, 100, 244, 0, 100, 0, 0, 4, 102, 100, 204, 100, 388, 200, 0, 0, 200, 100, 200, 0, 100, 320, 100, 0, 100, 202, 104, 100, 200, 0, 0, 0, 0, 112, 200, 0, 106, 100, 0, 100, 100, 100, 0, 0, 200, 226, 2, 200, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 100, 100, 114, 200, 200, 0, 100, 100, 200, 0, 0, 100, 0, 108, 0, 100, 214, 0, 204, 104, 144, 100, 0, 200, 0, 0, 0, 100, 100, 200, 100, 202, 200, 0, 0, 0, 0, 200, 0, 100, 200, 100, 0, 200, 0, 0, 100, 100, 8, 0, 0, 0, 210, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 200, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 4, 100, 0, 0, 0, 200, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 100, 0, 0, 204, 100, 100, 0, 0, 0, 0, 0, 0, 60, 0, 0, 202, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, -8, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0
phre-Quincy,0, 2, 0, 224, 102, 0, 264, 100, 208, 0, 0, 0, 0, 0, 2, 110, 8, 312, 102, 0, 224, 20, 0, 100, 210, 680, 0, 0, 400, 2, 150, 2, 168, 0, 4, 100, 0, 0, 2, 0, 0, 0, 0, 0, 66, 102, 200, 238, 308, 124, 0, 0, 0, 472, 0, 0, 0, 100, 0, 0, 126, 10, 10, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 184, 0, 8, 0, 4, 4, 2, 0, 148, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 6, 0, 0, 102, 0, 0, 2, 102, 0, 110, 0, 0, 100, 0, 0, 0, 204, 100, 134, 0, 0, 4, 20, 0, 100, 0, 100, 2, 0, 0, 200, 0, 0, 0, 0, 122, 0, 0, 0, 8, 0, 0, 2, 0, 0, 0, 0, 268, 0, 0, 0, 0, 66, 0, 2, 10, 0, 94, 0, 0, 0, 0, 0, 2, 100, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 194, 0, 100, 0, 0, 100, 200, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 260, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0
